title,body,date,language,assigned_topic,classif_result
This is the second time I have stayed …,second time stayed hotel work reasons despite decor little tired looking experience positive onereception staff friendly helpfulafternoon tea amazing service room service spot would recommend hotel colleagues area birmingham events,"Date of experience: July 20, 2017",en,2,service
I was not allowed to book two single …,allowed book two single rooms instead book single double room enter three visitors even though two led confusion hotel solved quickly afterwards convenient print invoice print button work,"Date of experience: July 20, 2017",en,6,rooms
my valutation,problem air condition old rooms old bathroom good place perfect location good service,"Date of experience: July 20, 2017",en,2,rooms
No problems - booking hotels in Cuba,seen others complain galahotels regards getting money back cancellations relevant booked three hotels going cuba worked perfectly galahotels offer best rates hotels cuba opinion,"Date of experience: July 20, 2017",en,6,rooms
Transfer never free I have to pay 50 …,transfer never free pay of dollar transfer hotel that good,"Date of experience: July 19, 2017",en,6,rooms
Still waiting for refund of over €320,previously lot good experiences company however cancelled booking told would refunded within of working days time passed number days received refund sent two emails received replies,"Date of experience: July 19, 2017",en,6,service
Spot on,spot thanks,"Date of experience: July 19, 2017",en,1,location
I have booked the hotel and paid in …,booked hotel paid full arrived hotel receptionist said booking made waiting reception desk a hours arrival 0030am stay till 0215am reception end got room next day hotel find booking stress,"Date of experience: July 19, 2017",en,6,service
Gala offers a transfer sevice from the …,gala offers transfer service airport find airport service exists,"Date of experience: July 19, 2017",en,6,service
Clean comfy apartment and the staff …,clean comfy apartment staff accommodating trying find us room reasonable views always avoid bar drinks prices extortionate gripe time cleaners knocking door am walking straight were never hotel huge invasion privacy never happened,"Date of experience: July 19, 2017",en,2,rooms
Pleasant hotel clean room and the staff …,pleasant hotel clean room staff exceptional enjoyed stay go next trip brighton,"Date of experience: July 19, 2017",en,0,cleanliness
very easy booking and very satisfactory …,easy booking satisfactory hotel stay surprises,"Date of experience: July 19, 2017",en,4,value
We booked a 5 star hotel,booked a star hotel wow istanbul hotel gala hotels send reservation cheaper a star hotel wow airport hotel even though said voucher booked wow istanbul hotel could anything,"Date of experience: July 18, 2017",en,6,service
I sent you two email and you have never …,sent two email never answered,"Date of experience: July 18, 2017",en,6,service
The room and the bed were very very …,room bed small room number 207probably room single two,"Date of experience: July 18, 2017",en,2,rooms
Good experience,good experience good prices,"Date of experience: July 18, 2017",en,3,value
I made reservations for 4 hotels in the …,made reservations a hotels baltic countries everything like described expected one hotel charge credit card city tax eur a per personnight live informed payable tax booking advance galahotels otherwise would give a stars galahotels,"Date of experience: July 18, 2017",en,6,rooms
Very easy to book through and very good …,easy book good price,"Date of experience: July 18, 2017",en,0,value
We didn't get the 'free' transfers,didst get free transfers ended waiting ages airport pay taxis,"Date of experience: July 18, 2017",en,6,service
I really enjoyed my stay and the prize …,really enjoyed stay prize best,"Date of experience: July 18, 2017",en,0,rooms
Good prices and safe booking,good prices safe booking fast good service,"Date of experience: July 18, 2017",en,0,service
Promotions are good but cheap became expensive,prices promotions goodbye promised pick airport waited a hours nobody came pay of cut taxi promotions doe a adult a child of to hotel pay extra fir child considered adults cheap promotion became expensive,"Date of experience: July 17, 2017",en,6,service
I booked a hotel in London for 5 …,booked hotel london a nights arrived room called several times emailed galahotelscom without success book another hotel ending double hotel costs use hotelscom complete fraud,"Date of experience: July 17, 2017",en,6,rooms
Quick and simple to use,quick simple use first class,"Date of experience: July 17, 2017",en,4,service
Comfortable,comfortable basic accommodation need,"Date of experience: July 17, 2017",en,2,rooms
Very good!,made reservations hotel galahotelscom many thanks best price is services really cheaper beginning afraid reading comments galahotelscom lost money rhombus really honest everything good recommend service everyone use futuremany thanks,"Date of experience: July 17, 2017",en,6,service
No Problemo !,well nothing say first time use galahotelscom lastbooking made correctly correct price description hotel of reality of side,"Date of experience: July 17, 2017",en,6,service
Very poor service,poor service never received booking confirmation received promotion emails rude staff refused give refund kept hanging phone stranded paris spoilt whole trip,"Date of experience: July 17, 2017",en,6,service
Hotel was great,hotel great arriving little confusion car parking possible check bookingupon arrival parking fine,"Date of experience: July 17, 2017",en,2,rooms
The airport transfer we booked was not …,airport transfer booked thereto pay another transfer addiction lovely thing finally got hotel found hotel fully booked galahotels already knew days did get mag sent another close this really unacceptable awful experience,"Date of experience: July 17, 2017",en,6,rooms
It does not seem like Gala check out …,seem like gala check hotels promoting,"Date of experience: July 17, 2017",en,5,rooms
This was a total nightmare,total nightmare hotel booked central brussels 50km away never made lost money find somewhere else stay saturday afternoon bruce incurred costs escalating complaint chairman gala hotels,"Date of experience: July 17, 2017",en,6,rooms
Everything was perfect during the …,everything perfect booking hoteltrustful specific information provided website,"Date of experience: July 17, 2017",en,6,service
Best prices for hotels,best prices hotels recommend,"Date of experience: July 17, 2017",en,2,rooms
Good value for money,good location close historical old town center comfortable car parking basement,"Date of experience: July 17, 2017",en,2,location
My sister and me booked to stay at the …,sister booked stay inglaterra hotel la havana cuba a nights two weeks ago paid a rooms a people got hotel check reservation incorrect one reservations two people made paid a people pay cash ord person otherwise wouldn't let us stay showed evidence paid galahotelscom said reservation galahotelscom sent dining agreed therefore pay twice third person far money reimbursed us heard anything gala hotelscom,"Date of experience: July 16, 2017",en,6,rooms
I would absolutely recommend this hotel …,would absolutely recommend hotel anyone polite staff lovely surroundings room amazing arrived check room upgraded without request highly recommend hotel,"Date of experience: July 16, 2017",en,0,rooms
Scam,booked paid room galahotels arrived hostel received money pay room get refund galahotels complainedafter reading reviews seems first time happens wish read,"Date of experience: July 16, 2017",en,6,service
You Are not helpful at all,helpful mistake happening server recommend,"Date of experience: July 16, 2017",en,6,service
Clean & Nice hotel,clean nice hotel pillows good,"Date of experience: July 16, 2017",en,2,cleanliness
Nice and comfortable hotel,nice comfortable hotel simple clean good breakfast parking park street good value money bit far centre florence,"Date of experience: July 15, 2017",en,2,value
No transportation included as they said,experience hotel great gala hotel suppose give us transportation hotel hotel airport never happened one heard gala hotels pay really expensive taxi waiting a hours airport,"Date of experience: July 15, 2017",en,6,service
Excellent stay,excellent stay staff really made place,"Date of experience: July 15, 2017",en,0,service
Great location,great location everything walkable friendly helpful staff room bed comfortable breakfast simple good coffee hot plentiful,"Date of experience: July 15, 2017",en,0,rooms
Good experience at Lenas Donau,hotel well located specially like meetings no city facilities well cleaned reception crew friendly desert five stars please make available food guest event middle nigh since time difference may cause foreigners feel hungry around midniteanyway positive experience ill back vienna december book lens,"Date of experience: July 15, 2017",en,6,cleanliness
Simple,simple easy best prices,"Date of experience: July 15, 2017",en,2,value
Hotel with a very good location,hotel good location kind people cleanliness rooms could little bit better,"Date of experience: July 14, 2017",en,2,rooms
Mixed experience,nice decor great location rooms little run cleaning could better,"Date of experience: July 14, 2017",en,2,cleanliness
Everything OK,everything of strongly recommended,"Date of experience: July 14, 2017",en,6,value
An easy process,easy process confirmation voucher instant,"Date of experience: July 13, 2017",en,6,service
Trip to Italy,staff really friendly helpful professional told haw catch bus airport wonderful varied breakfast location perfective huge comfortable bed large quiet room like dirty things walls look like superior room,"Date of experience: July 12, 2017",en,2,rooms
"Clarity, simplicity, friendliness",reservations would recommend company anyone,"Date of experience: July 12, 2017",en,6,service
Great,great cheap,"Date of experience: July 12, 2017",en,4,value
Efficient,efficient professionalcouldnt faulted,"Date of experience: July 12, 2017",en,4,service
good experience good price,good experience good price friendly website,"Date of experience: July 12, 2017",en,0,value
"Gala Hotels booking, hotel facilities and follow up",gala hotels booking experience good hotel offer amenities publicised gala hotel online review system doesn't seem work sign second part rating hotel,"Date of experience: July 12, 2017",en,6,rooms
Palma Mazas,clean good food quiet good staff,"Date of experience: July 12, 2017",en,0,cleanliness
Online booking very much as expected …,online booking much expected worked well unfortunately inundated unsolicited emails galahotels spite customer support assurances stopped,"Date of experience: July 12, 2017",en,6,rooms
So bad and unacceptable,bad unacceptable booking transfer included flight number times specified arrival one calling hotel driver sent travel hotel of euros airport taxi of euros called several times 31654738130 answer hotel tried several timesnever galahotelscomrolf schmidt rolfschmidliatgmailcomi want money back13717what answer done understand want 104 euro bankroll schmidt,"Date of experience: July 11, 2017",en,6,rooms
just the job!,clean comfortable quiet friendly receptionist great food cafe,"Date of experience: July 11, 2017",en,0,cleanliness
Deception over having a hotel room booked,live booked of hours bikini hotel berlin via galahotelscom website received confirmation voucher galahotels said hotel days 1214 july 2017 2100 with july went bed wake galahotels email telling relocated ridiculous comparison original hotel price tag room unavailable short galahotelscom made believe hotel room of days flight today a day flight tells done there offering apartments way suitable fair relocation receive phoned of bikini hotel haven room available a weeks galahotels deceived wasted precious time trying find elsewhere still offers websites husband phoned customer services hung first timetheir customer service appealing deceiving conduct,"Date of experience: July 11, 2017",en,6,service
Good price comparing with others hotels …,good price comparing others hotels booking websites,"Date of experience: July 11, 2017",en,6,value
Reservation,reservation 16977516 08jul17i booked paid room may cost of received email confirmation arrival hotel booking made hotel never heard gala hotels rooms available hotels nearby also fully booked rearrange whole weekend travel back home eth july next day tickets hampton court flower show could attend lost of tickets whole experience totally unacceptable embarrassing full compensation cost hotel refunded tried log complaint gala website calling link work right impression gala hotels scam people use,"Date of experience: July 11, 2017",en,6,rooms
Booked the Dorset hotel for Tom petty …,booked dorset hotel tom petty lovely time excellent priced little panic line reviews gala hotels case turned incorrect could avoided gala hotel sent bit information booking,"Date of experience: July 11, 2017",en,6,value
Tara towers dublin,hotel rooms basic clean dated to sitting table corner would look much better wall easy wash hand basin hair could done final check didst food gone early next morning reception area foyer warm welcoming staff friendly think situation hotel great potential needs bit tic,"Date of experience: July 11, 2017",en,2,rooms
Great prices for value and fast reply!,great prices value fast reply thanks gala,"Date of experience: July 11, 2017",en,6,value
Unacceptable and misleading,booking trip galahotelscom received email advising transportation provided jumbo tours airport bravo arena hotel waited outside airport of minutes looking jumbo tours realizing show catch taxi pay of us dollars requested refund gala hotels taxi fee offered of euros advised gala hotels accept transfers american citizens nothing advising accept transfer american citizens also suppose welcome meeting jumbo tours rep never happened unacceptable misleading would recommend using galahotels,"Date of experience: July 11, 2017",en,6,service
Terrible customer service,booked reservation united stated jun with got voucher a minute went cuba hotel booked located girlfriend hotel could get hotel reservation cancelled company day purchased plane tickets cost 600 dollars spent taxi food emailed money refund of hours still waiting money credit car,"Date of experience: July 10, 2017",en,6,rooms
No  service,service professional workers,"Date of experience: July 10, 2017",en,1,service
Enjoyed my stay even though it was …,enjoyed stay even though short staff helpful friendly would recommend anyone,"Date of experience: July 10, 2017",en,0,service
a good site for hotel reservations,good site hotel reservations experience simple understand cost rooms reserve time double a single room voucher done expose cost rooms,"Date of experience: July 10, 2017",en,6,service
It's was lite unsure to have a god …,lite unsure god answer galahotelscom payment ask transfer impossible help,"Date of experience: July 10, 2017",en,6,service
Very good,good hotel staff situate parking and breakfast room clean and quiet,"Date of experience: July 10, 2017",en,0,cleanliness
Untrustworthy booking site,booked galahotelscom site hotel room paris took payment send email say room available ask cancellation contacted twice refund phone twice email since and still repaid amount claiming problem refund system seems like one issue looking reviews book site,"Date of experience: July 10, 2017",en,6,service
First room was a double not twin as …,first room double twin booked second room unlocked door horror still occupants massive breach security lifts worked intermittently use service lift meant walking past left luggage another breach security breakfast undrinkable coffee better motorway service stationwill returning,"Date of experience: July 10, 2017",en,6,rooms
Do not use this company,use company scammers fraudulent company took 300 pounds hotel never even confirmation phoned company complain put phone,"Date of experience: July 10, 2017",en,6,rooms
I was moved to another hotel 10miles …,moved another hotel miles away room despite fully paid oversold utterly appallingly service never use gala hotels complete disaster,"Date of experience: July 10, 2017",en,6,rooms
Excellent,excellent would recommend company anyone,"Date of experience: July 10, 2017",en,0,service
Good value,good value clean dubai standards long wait shuttle bus arrival means find long wait recommend taxi shuttle back,"Date of experience: July 10, 2017",en,6,service
Great hotel perfect for families and …,great hotel perfect families romantic breaks away spa leisure facilities superb staff friendly go way make welcome restaurant dinner superb breakfast excellent definitely stay,"Date of experience: July 09, 2017",en,0,rooms
Closest to airport,walking distance airport convenient overnight travelling reykjavik,"Date of experience: July 09, 2017",en,2,location
It was a clean room,clean room central really friendly staff want five star resort paid excellent hotel rated a star overall clean church literally next bell rings every hour bit annoying,"Date of experience: July 09, 2017",en,2,cleanliness
Very clean and comfortable,clean comfortable lovely staff breakfast service amazing,"Date of experience: July 09, 2017",en,0,service
Excellent hotel with tasty breakfast in the good location,nice big room cleaned every day carefully cleaning top level also breakfast excellent tasty enough everything last least location hotel good short walk two urban stations satisfied highly recommend hotel everybody visiting frankfurt,"Date of experience: July 09, 2017",en,2,rooms
bad service in Galahotels.com,impossible cancel change datedifficult join phone french speakingill never use gala,"Date of experience: July 09, 2017",en,6,service
Very good quality price balance.,room small nat much price think smallest room hotelplace perfect service good breakfast simple good,"Date of experience: July 09, 2017",en,0,rooms
Hilton Olympia OK.,clean efficient staff free i i ordinary guests ideally situated heathrow patrick,"Date of experience: July 09, 2017",en,2,cleanliness
Had a good experience at the Montana …p,good experience montana hotel reservation done problem checking thank,"Date of experience: July 08, 2017",en,6,service
The reservation and arrangement by …,reservation arrangement galahotels good excellent oryx hotel like three nights a time emergency alarm nights occurred could sleep well addition room key issue every day need reset key reception,"Date of experience: July 08, 2017",en,2,rooms
Excellent!,lovely room spotless great staff helpful good price good location commute via train london,"Date of experience: July 08, 2017",en,0,cleanliness
No problem and easy,problem reservation,"Date of experience: July 08, 2017",en,6,service
Desived,miss guided or site clicked mandarin orchard hotel ended orchard singapore hotel sent a emails band answer get back never trust group free advice,"Date of experience: July 08, 2017",en,6,rooms
I am very satisfied with the service.,satisfied services reached hotel fully booked called galahotels managed arrange two rooms thumbs good service,"Date of experience: July 08, 2017",en,6,service
"Trustable,",easy use happy service provided,"Date of experience: July 08, 2017",en,6,service
Booked the room as a double. Not what I received,booked room double ended twin good impressed hotel room services late cold poor quality never used book hope int reflection thanks response live already complained obvious response done value bookings advised error booking wrong room type late night options put make issue booked double hotel advise that booked in left disappointed options hence review,"Date of experience: July 07, 2017",en,6,rooms
Very good room and beds for a acceptable price,good room beds good location breakfast good coffee machines would hope gave wrong invoice checkout train young inexperienced staff change coffee give a stars next review give try next time return hanover,"Date of experience: July 07, 2017",en,6,rooms
Mediocre,evening meal mediterranean pasta poor quality ensure bathroom rather shoddy parts shower loose pressure poor want comfortable experience complaints staff,"Date of experience: July 07, 2017",en,2,rooms
Spent two nights at the dome hotel …,spent two nights dome hotel recently wont spending rooms tired clean mattresses urgent need replacement springs poking throw thin room needs curtains one window meaning awake 430am first night curtains wouldn't mattered hotel two guests argued night top voices banging slamming doors police came sort hotels fault might say didst hear anyone hotel attend quiet things stage sleep night pleasant experience done mind sleeping cheap close touristy spots,"Date of experience: July 07, 2017",en,2,rooms
Room was poor standard for the Hotel …,room poor standard hotel star rating price paid bathroom showing signs tiredness wear,"Date of experience: July 07, 2017",en,6,rooms
Nice hotel,nice hotel well located nice staff,"Date of experience: July 06, 2017",en,0,service
EVERYTHING OK,everything of especially low cost,"Date of experience: July 06, 2017",en,2,value
My family had great holidays,family great holidays good hotel good price fast service galahotels,"Date of experience: July 06, 2017",en,0,rooms
I made a reservation through you and I …,made reservation satisfied services personal attention provided stairwell done,"Date of experience: July 05, 2017",en,6,service
A good choice,good choice galahotels easy booking fast help telephone recommended,"Date of experience: July 05, 2017",en,6,value
please give my money back,please give money back booked hotel gala hotels com arrived room,"Date of experience: July 05, 2017",en,6,rooms
Excellent website for making easy reservations,excellent website easy book rooms great prices,"Date of experience: July 05, 2017",en,4,rooms
Good experience,good hotel inside comfortable room good madras clean good bathroom flow water breakfast amazing compare czech hotels stay lot czech hotels recommend everyone near metro of minutes centre half price,"Date of experience: July 05, 2017",en,2,rooms
Awful,booked room london baring mind live a hours away long way travel got hotel told galahotels cancelled room couldn't check hotel staff rang company confirmed yes cancelled wont get charged pay another room hotel luckily room checked next morning started driving home find payment first room still taken contacted get refund passed back fourth since still nearly week later nothing sorted awful customer service,"Date of experience: July 05, 2017",en,6,rooms
Budget Hotel - Unbearable Noise,bad budget hotel noise outside hotel unbearable get am get flight london barely slept wink would stay,"Date of experience: July 05, 2017",en,2,rooms
Very good.,good prices compared sitesgood information easy goodwill return company next holiday,"Date of experience: July 05, 2017",en,6,value
Very nice hotel,nice hotel food good also freshly made juices omelette morning nice staff clean great time minus point bit far centre a have take lot taxis,"Date of experience: July 05, 2017",en,2,rooms
HORRIBLE HORRIBLE HORRIBLE,horrible horrible horrible pay extra better room none better lie pictures promise pay money stay somewhere else horrible got sick bedbugs group ten us staying horrible terrible service mosquito everywhere cockroach signal tvs terrible done stay,"Date of experience: July 04, 2017",en,6,rooms
I never got a confirmation email,never got confirmation email hotel zero record booking emailed yesterday complain reply whole experience totally unsatisfactory please get back,"Date of experience: July 04, 2017",en,6,rooms
Not what we expected,expected rooms good views found couple roaches around hotel although front falcon safe area nice done guide pictures wouldn't use hotel,"Date of experience: July 04, 2017",en,2,rooms
Fair,older hotel lot mosquitoes humidity bed sheets feel wet service bad waiters expects money whatever even behave like forced work bars hotel poor staff staff buffet restaurant nice bellboy service front desk good breakfast good selection food quite poor,"Date of experience: July 04, 2017",en,2,service
Lovely stay,lovely stay staff helpful highly recommended,"Date of experience: July 04, 2017",en,0,service
Unfortunately,unfortunately or kerr fitch whose name reservation made arrived hotel written confirmation room apparently actually booked hotel istanbul several emails ignored credit card name sara samuel reimbursed staff pleasant though,"Date of experience: July 04, 2017",en,6,service
Best booking-platform,best bookingplatform happy good prices good service,"Date of experience: July 04, 2017",en,0,service
Booked a room,booked room with june one night maldon hotel belfastwhen confirmation email arrived called hotel told booking made affiliation gala hotels full price taken account hands credit card company fraud department touch barge pole,"Date of experience: July 04, 2017",en,6,service
galahotels made the reservation,galahotels made reservation nothing wrong mention call hotel airport get picked shuttle bushes finally discover the make phonecard first number wrong hotel showed us digit forgotten right numberafter of hours travelling holland canada mood forgive,"Date of experience: July 04, 2017",en,6,service
your website is getting more friendly usage!,getting better thanks continues improvement web site friendly usage also expecting apple apps,"Date of experience: July 03, 2017",en,6,cleanliness
ok but not great,stayed a nights axe hotel berlin hotel of great service staff basic room of needs touch fitness area pretty good breakfast basic overall get much better value money hotels hotel counts much fact gay men like surround gays,"Date of experience: July 03, 2017",en,2,value
Absolutely fine,hotel exactly expected made better helpful staff,"Date of experience: July 03, 2017",en,6,service
Very good location,good locationbreakfast poorsmall rooms good citytrip,"Date of experience: July 03, 2017",en,3,rooms
Booked the Sheldon Park in Dublin,booked sheldon park dublin great price problems,"Date of experience: July 03, 2017",en,6,value
Had to cancel hotel due to sickness....,cancel hotel due sickness passed cutoff period cancellation a days prior stay full fee taken hotel used,"Date of experience: July 03, 2017",en,6,rooms
ok !  the customer has to do the work to book just like all on line travel services.…,of customer work book like line travel services,"Date of experience: July 03, 2017",en,6,service
Although I had asked for a double room …,although asked double room lake view given tiny room hardly existing window although willing pay difference upgrade said booked agency,"Date of experience: July 03, 2017",en,6,rooms
refund is not easy,update 30062017 receive money today thanksupdate 29062017 money tired thisupdate 28062017 still refund representative want reply review contact trustpilot see intentionally ignore review three business days since last friday contact give two days friday 30062017update 27062017of course still done receive money means second representative also is official representative also ignores complain good workhorse service ever seen even consider action fixed careful history lived uk18062017 booked hotel london night 28062017 galahotels paid immediately 104 gbp18062017 galahotels told sold would like offer alternative hotel without charge one provided listed of gap bookingcom review low therefore didst accept send email reject offer right away nightmare began body contact afterwards email nothing19062017 galahotels charged 104 gap card19062017 contacted customer service refunding customer service told refund money waited of daysthen asked send email confirmation said ok20062017 didst receive email ask customer service said refund send email right phone stupid enough believe course nothing23062017 asked refund email customer service said going send one insisted wait phone call believe reply emailmessage kidding right sent first email 9366 gap hey paid 104 gap sent another one 104 gap 26062017 still done receive anything means first customer representative is already five business days keep updating receive money galahotelsif done anything would like report bank dispute report police action fixed seems booking number 17927579 want check in verified disappointed customer,"Date of experience: July 02, 2017",en,6,service
Lovely stay,friendly staff nothing much asked great location a minute drive airport of euro taxi bus front hotel city of minutes 140 drives every of minutes clean hotel enough variation food rooms jacuzzi recommended,"Date of experience: July 02, 2017",en,2,rooms
Facilities are fine but the cost for …,facilities fine cost one night excluding breakfast rather expensive,"Date of experience: July 02, 2017",en,2,rooms
Check In Flail,information regarding check apartments location confusingcontradictory arrived expected apartment location find needed check location several blocks away arrived hours check location would across town ultimately apartment couple minutes walk away depicted reservation flat street level thus noise problem separate dryer rather washer seemed dryer mode never figure thus hang laundry dry,"Date of experience: July 02, 2017",en,2,location
Great website for finding a hotel to meet your budget.,would recommended company others booked times galahotelscom good website usually find rooms little bit cheaper known websites never disappointed galahotelscom,"Date of experience: July 02, 2017",en,6,rooms
staff very friendly and helpful,staff friendly helpfulbreakfast excellentroom goodman parking charge a,"Date of experience: July 02, 2017",en,0,service
one of the best online travel agents i …,one best online travel agents discovered far booked twice smooth transaction highly recommended,"Date of experience: July 02, 2017",en,6,service
Excellent facility,excellent facility super friendly staff superb location,"Date of experience: July 02, 2017",en,0,location
I'm was staying first time in this …,in staying first time hotel last time room dark daughter sleeping constructed bed felt like sleeping rocks bought half board kids couldn't eat breakfast dinner plates dirty saw cockroach dinning area staying of days bed change a days left,"Date of experience: July 02, 2017",en,2,rooms
The rooms need air con,rooms need air con leave window open,"Date of experience: July 02, 2017",en,2,rooms
nice and clean hotel,nice clean hotel good breakfast easy get central town,"Date of experience: July 02, 2017",en,2,cleanliness
Absolutely loved everything about AC …,absolutely loved everything a hotel bella sky staff great breakfast great dinner great nights room wonderful two nights wish could stayed longer,"Date of experience: July 02, 2017",en,2,rooms
VERY GOOD,good satisfiedthank,"Date of experience: July 01, 2017",en,0,service
"Great value, would recommend",great hotel friendly staff waitress lily really attentive credit hotel,"Date of experience: July 01, 2017",en,0,service
Never refunded money,booked hotel money processed immediately credit card weeks late cancelled booking within allowed cancellation period a months later several emails reminders request charge back via bank done think takes a months issue refund hence trustworthy company,"Date of experience: July 01, 2017",en,6,service
Okay,okay hotel though reserved one big bed got two normal beds instead also breakfast vegetarian options would nice otherwise okay experience,"Date of experience: July 01, 2017",en,0,rooms
Good and competitive prices in …,good competitive prices comparison reservation portals,"Date of experience: July 01, 2017",en,6,value
Sanja,nice hotel nice place centre milan everything near,"Date of experience: July 01, 2017",en,3,rooms
Great!!!!,great really wonderful,"Date of experience: June 30, 2017",en,3,overall
All perfect,perfect location excellent service recommended families,"Date of experience: June 30, 2017",en,0,location
I had no problems with my booking,problems booking hotel knew coming good,"Date of experience: June 30, 2017",en,6,rooms
Nice clean hotel,nice clean hotel friendly employees single room especially bathroom small,"Date of experience: June 30, 2017",en,2,cleanliness
3 différents rooms in 3 days,a rooms a daystar first crawler canard platte french done know the exact production have ask to change the room have room ready the cleaners agent put us apartment floor without window hot roof floor seems employeesnext day have changed another time room clean the next morning decide change the disposition the furniture since a clock experience apocalyptic,"Date of experience: June 30, 2017",en,2,rooms
Easy an Quick booking,easy quick booking everything fine,"Date of experience: June 29, 2017",en,6,service
Central hotel,small hotel centre things clean comfortable rooms staff pleasant helpful return soon,"Date of experience: June 29, 2017",en,0,rooms
Gala Hotels - have you stolen my money??,with april booked room arden hotel leisure club birmingham confirmation number 16443735 eth june paid 126 two days later with april received email gala saying booking could confirmed offered room another hotel marriott forest arden hotel country club sent email back day saying acceptable form transport get alternative hotel a miles original hotel asked refund annoying make alternative arrangements and may received another email gala saying heard although sent email back day would therefore refund 126 waited refund with may still received refund emailed gala asking refund response email left complaint galahotelscom website eth june response still refund rang gala card june got response speak accounts done tomorrow nothing happened still waiting with june refunded 126 getting extremely frustrated disappointed every part galas service first pay room taken away keep money gala stolen money,"Date of experience: June 29, 2017",en,6,service
Your service is unacceptable …,made booking via portal received confirmation number 17990543 also charged account 420 eur found unacceptable acting arriving hotel first night despite informing june with 2320 email sent official address first flight prague delayed missed connecting flight geneva informed immediately arriving munich hotel provided lufthansa email also informed arrive tomorrow second night stayafter arriving hotel told cancelled booking hotel fully booked time reimburse amount paid you ridiculous tell know email hope sterling hotel geneva served well hope enjoyed stayconsider official claim servicesupdate july eth disappointed also way approach claim provided information requested mainly email proving informed arriving hotel second night immediately delayed flight landed got hotel provided lufthansa since response find also unacceptable charged credit card june with provide invoice serious business conduct,"Date of experience: June 29, 2017",en,6,service
Air conditioning in the room was noisy,air conditioning room noisy breakfast standard would improved choice smoked pickled fish,"Date of experience: June 29, 2017",en,2,rooms
complaint,may with 2017 sent mentioned letter gala hotels dept customs service istanbul famagusta received reply nowcomplainti constant correspondence hotel particular yuri devil private person booked protean hotel johannesburg paid st january 2017 got hotel told in wrong hotel also another protean hotel marriott mambo airport accepted guest obviously pay 1465 car night impossible protean hotel organisation offset 1465 car payment dated st january 2017 exchanging emails ever since believe nothing happened gala hotels in annoyed decided contact deutsche verbraucherschutz eve detailing total incompetence organisation replying complaints refunding double paid moneythe letter gala hotels mentioned never received reply refund double paymenthopefully receiving answer moneythomas of schulznow asked let gala hotels corresponding invoice submitted email gala hotels yuri devil least a times letter gala hotels istanbul famagustacould please correct emailaddress galahotelscom customer care team,"Date of experience: June 29, 2017",en,6,service
Very good experience,good experience recommend hotel room quiet clean good service,"Date of experience: June 29, 2017",en,0,rooms
"Very good room,very quiet,and clean",good rookery quieted cleanstaff polite usefulparticulary dejansee a soon,"Date of experience: June 29, 2017",en,0,cleanliness
Reception-and diningroom staff  are …,receptionand diningroom staff helpful unfortunately roombathroom basin poor condition leg roaches dirt sockets doorframe bathtubetc,"Date of experience: June 28, 2017",en,2,rooms
Great hotel,great hotel close metro round good experience,"Date of experience: June 28, 2017",en,3,rooms
Great!!,got hotel mallorca high season much cheaper everywhere else internet galahotelscom highly recommend page also pool breakfast didst expect,"Date of experience: June 28, 2017",en,2,value
Very good,good hotel two stars better a of,"Date of experience: June 28, 2017",en,6,rooms
There were several different issues …,several different issues made opinion one restaurant crew quite rude example,"Date of experience: June 28, 2017",en,6,overall
very helpful,helpful good value always communicating wellwould definitely recommend use,"Date of experience: June 28, 2017",en,0,service
There was pit in the floor and shower …,pit floor shower stand little broken services excellent would recommend hotel friends ease,"Date of experience: June 28, 2017",en,2,service
Very good hotel,hotel good relation price facilities like pool,"Date of experience: June 28, 2017",en,0,rooms
Quick and easy booking,quick easy booking less expensive bookingsites everything went well postal good owner super friendly breakfast good room space pricequality good,"Date of experience: June 28, 2017",en,2,value
If you want to have a great relaxing,want great relaxing holiday must stay hotel many reasons1very quit resort2staff helpful smile every time3the room private clean bif4the breakfast goodfor stay resort,"Date of experience: June 28, 2017",en,6,rooms
"Hello,",hello could check hotel cause booking id system hotel needed pay hotel get room prepaid already booking right done know mistake would like get money one booking back paid twicecould please get contact solve issuekind regardsstefan hahn,"Date of experience: June 28, 2017",en,6,rooms
fast easy booking ...excellent prices.,fast easy booking excellent prices use gala hotels,"Date of experience: June 28, 2017",en,4,service
Don't waste your money !,cant contact transfer never came hotel different wifi rude personnel,"Date of experience: June 27, 2017",en,6,rooms
My favorite place in the world- …,favourite place world wonderful hotel stay best views,"Date of experience: June 27, 2017",en,2,rooms
Great experience,hotel well described website easy reserve payment went smoothly botel amazing great stuff clean nice breakfast important easy get city center central station free ferryboat fully recommend,"Date of experience: June 27, 2017",en,2,rooms
As many others I made a reservation and …,many others made reservation got hotel reservation didst exist called told reservation would cancelled would get refunded of days haven received money back aside stress getting hotel night exhausted told room still deal financial burden seems like loosing 300update got full refund galahotels updating review gave three stars even though received money back took of days call twice thus stressful experience,"Date of experience: June 27, 2017",en,6,service
Great location and hotel.,hotel located literally located a min walk metro a gives easy access city center neighbour quite safe hotel rooms niceclean basic polite staff first time campanile hotel paris would recommend hotels,"Date of experience: June 27, 2017",en,2,rooms
GalaHotels offered the best price for …,galahotels offered best price hotel cheaper going direct hotel choice cheaper a websites excellent service easy website operate would recommend using,"Date of experience: June 27, 2017",en,6,rooms
I have used Gala Hotel 2nd time and am …,used gala hotel and time pleased polite helpful team everything perfect hotel booking,"Date of experience: June 27, 2017",en,0,service
