title,body,date,language,source
Hotel was closed,booked room advance october hotel moderne geneva arrived pm card december find sign door saying hotel closed card eth january without explanation given forced find expensive alternative accommodation need refund happy say least,"Date of experience: December 26, 2017",en,Gala Hotel
A decent hotel experience,good location high service standard hotel meet expectation,"Date of experience: December 26, 2017",en,Gala Hotel
Recommended,medium priced medium product hotel find good value could expect much price regular choice reallocated transport pleasant walks time,"Date of experience: December 26, 2017",en,Gala Hotel
Service was unfriendly,service unfriendly cleaning service of throw away important documents entertainment rude pretty boring hotel building old food tasted old get another hotel,"Date of experience: December 25, 2017",en,Gala Hotel
Double booked and unable to cancel,absolute joke gala hotels double booked error line immediately cancelled within two minutes two payments of taken account clowns told non returnable would make two separate bookings two people day id love swear tell really think doubt would get put line didst get stay hotel marriott cannot comment avoid idiots cost id rather sleep streets give shyster anything penny xxx,"Date of experience: December 25, 2017",en,Gala Hotel
Very satisfied,deserves good reputation service location right discerning traveller,"Date of experience: December 25, 2017",en,Gala Hotel
Very bad experience,bad experience initially advertised hotel availability cancellable booked showed non cancellable ended biking hotel bad quality without heating freezing cold never book gala hotels also hidden charges booking amount could got better amount booked via bookingcom hotel,"Date of experience: December 25, 2017",en,Gala Hotel
Easy booking,easy booking great price handle free lovely hotel,"Date of experience: December 25, 2017",en,Gala Hotel
GOOD SERVICE AND ANSWERED QUESTIONS …,good service answered questions promptly travel us cuba,"Date of experience: December 24, 2017",en,Gala Hotel
Reasonably priced and central,of swimming pool tennis courts value money second none centre glasgow argyll st a minute walk central station maybe impressive outside rooms comfortable warm breakfast die architecture unusual reminding gentleman club good lift service fast check input,"Date of experience: December 24, 2017",en,Gala Hotel
Bad website,bad website never bookthere transfer included didst gave that send flight information first filled website answer send three emails customer center would named problem centerthis answer galahotelscomdear mattes andreasyour case cas117992p9t4t0 received related department one representatives get back soon possiblethis automatic email please reply best regardsreservations department,"Date of experience: December 24, 2017",en,Gala Hotel
very poor customer service! Would not book again,informed cancelling hotel still waiting money galahotels customer service phone poorly reaction mail send already three mails response customer servicemore month later still refund replies full bullet,"Date of experience: December 23, 2017",en,Gala Hotel
Staff were helpful and friendly,staff helpful friendly although times communal areas busy resulting lack comfortable places sit communal areas,"Date of experience: December 23, 2017",en,Gala Hotel
Best price,best price missed voucher show hotel,"Date of experience: December 23, 2017",en,Gala Hotel
Our city home from home,central close train station rooms clean staff friendly helpful love pendulum central feature hotel become base manchester visiting family participating various art projects area loved stays continue,"Date of experience: December 23, 2017",en,Gala Hotel
Good place to stay,good place stay brazil gave perfect support enjoy city,"Date of experience: December 23, 2017",en,Gala Hotel
the rooms we got were  terrible !!!,rooms got terrible beg better rooms finally,"Date of experience: December 22, 2017",en,Gala Hotel
I Had a very bad experience,bad experience gala hotels when arrived sheraton havana cuba hotel said confirm one night a charged twice much even made payment full send of hours cuba try contact gala hotels luck nightmare finally sort a days later cosy lots money refund email expensive phone calls us never,"Date of experience: December 22, 2017",en,Gala Hotel
WARNING,warning please use booking portal gala hotels booked hotel requested however sent second email day possibility check credit card account wrote booking incomplete asked enter credit card details trap first booking complete allocated new number second booking charged credit card twicewarning galahiotels answer emails refund money double booking warning galahotels pick phone automatic response asking wait even spent money trying reach warning please use booking portal is asked layer take care case currently evaluating possibility get money back obviously cheap bring case court although insurance layer said case otherwise cheat people using false incomplete booking methods finally received refund galahotels,"Date of experience: December 22, 2017",en,Gala Hotel
"Dishonest, Misleading, Scam",cannot go detail dealings galahotelscom dishonest acted disgracefully wasted time money them problem booking sites used past warn you trust them use,"Date of experience: December 22, 2017",en,Gala Hotel
Cancelled my booking over a month ago,cancelled booking month ago still refunded full booking amount,"Date of experience: December 22, 2017",en,Gala Hotel
Hotel booked on the 11th September for …,hotel booked with september stand december stay payment made advance choice due unforeseen circumstances cancel booking with november requested 100 refund entitled told would take of business days processwhich joke anyway received refund with decemberbut nothing received still nothing received today despite contacting daily basis get automated messages refund processed live getting message since with november first contacted feel like live scammed would never use bad negative experience,"Date of experience: December 22, 2017",en,Gala Hotel
Had the best rates of all the travel …,best rates travel sites many used booking easily accomplished,"Date of experience: December 21, 2017",en,Gala Hotel
"Rooms good, service very dissapointing!",sorry stay zamenhof berlin prenzlauer berg disappointing felt corridor due increase floor hard see go hospital night second night preferred stay bed daughters home return hotel lost two booked nights least one night hotel could sold room since informed early enough informed asked refund since fault hard see floor even instructed personnel better take care instead sincere excuse refund money really surprised kind answer a star hotel invited one night instead refunding money approach pains sure yet want go back entire conversation hotel afterwards professional opinion rooms good shape say although hidden back part house cross courtyard rooms ring name tag seem apartment berliner instead hotel clue seemed strange,"Date of experience: December 21, 2017",en,Gala Hotel
Good work,good work problems booking,"Date of experience: December 21, 2017",en,Gala Hotel
Everything was perfect,everything perfect would recommend gala hotels everyone find beautiful hotels good prices good customer support well a stars,"Date of experience: December 21, 2017",en,Gala Hotel
Excellent service,excellent service would definitely recommend,"Date of experience: December 21, 2017",en,Gala Hotel
There was a problem when loading the …,problem loading money site hotel,"Date of experience: December 20, 2017",en,Gala Hotel
Was the worst experience to reserve a …,worst experience reserve hotel whole life reservation online gala hotels took money reservation never arrived call hotel abs thai twice call credit card customer service galahotels joke united states us turkey answer done know anything never use gala hotels never,"Date of experience: December 19, 2017",en,Gala Hotel
Terrible,terrible definitely wont use making booking online called confirm booking hotel record details forwarded incorrectly example first sent surname surname sent first name room booked double deluxe room upon arrival single deluxe received confirmation booking receipt call service lines get bill really good enough hotel lovely shame galahotels leave bitter taste throughout process,"Date of experience: December 19, 2017",en,Gala Hotel
The best booking site so far,quick easy use much affordable accommodation prices deals compared booking sites handy filters personalized search results plus member rewards every booking happy galahotelscom,"Date of experience: December 19, 2017",en,Gala Hotel
Room too small and without any closet,room small without closet keep cloths luggage four nights neither service expected a stars hotel lifted phone a min around pm positive things location variety quality breakfast barrestaurant area contemporary thing hotel rooms basic,"Date of experience: December 19, 2017",en,Gala Hotel
Clean and quiet room,clean quiet room excellent breakfast buffet friendly staff,"Date of experience: December 19, 2017",en,Gala Hotel
I cancelled room one month ago,cancelled room one month ago still received refund neither replied email reminding of working days passed refund made,"Date of experience: December 19, 2017",en,Gala Hotel
Our stay at the Burlington Hotel was …,stay burlington hotel absolutely fantastic particularly one first members staff richard greeted us arrived hotel quite quiet stayed husbands birthday richard kindly upgraded us suite really lovely would definitely stay recommend others,"Date of experience: December 19, 2017",en,Gala Hotel
I paid for 3 room on 12-15-17 to 12-15 …,paid a room 121517 1215 of 55500 recipe a rooms,"Date of experience: December 19, 2017",en,Gala Hotel
A lovely hotel,lovely hotel great location really helpful friendly staff,"Date of experience: December 19, 2017",en,Gala Hotel
Didn't book me into hotel but took full …,didst book hotel took full payment want able contact,"Date of experience: December 18, 2017",en,Gala Hotel
Really nice hotel in the middle of …Inverness,really nice hotel middle inverness right next railway station a minutes bus station undue noise railway station night foyer opens reception the outstanding staircase gallery comfortable bed adequate facilities leg kettle room meals available hotel deal room reasonable price breakfast dinner quite sure value money prices par edinburgh eating options available staff approachable helpful wide range drinks available including cocktails given vouchers discount restaurant bar forgot claim voucher daily could claim next day in could keep vouchers spend last day bar must claim daily may idea receive voucher offer every day booking may encourage dine drink hotel,"Date of experience: December 18, 2017",en,Gala Hotel
Website fine but no contactable by phone,using website fine called hotel week booking double check everything fine confirmed gala hotels booked wrong name forename surname vice versa hotel eventually rectified first wanted gala hotels email confirmation tried calling us number several attempts going automated system getting nowhere gave website fine service phone good,"Date of experience: December 18, 2017",en,Gala Hotel
Easy to make the reservation and a nice …,easy make reservation nice hotel,"Date of experience: December 18, 2017",en,Gala Hotel
Really good rooms and big comfy bed,really good rooms big comfy bed stayed a night definitely book maybe longer next time didst really get time use facilities would recommend stay close train station discounted parking one main car parks close needed,"Date of experience: December 18, 2017",en,Gala Hotel
Avoid At All Costs.,made hotel booking gala hotels minutes finding cancelled booking two days later took whole amount credit card acknowledged cancellation taking money said would take of working days make refund of working days passed refund say still processing month,"Date of experience: December 18, 2017",en,Gala Hotel
"Great hotel, attention to detail needs a bit of work!",gem hotel easy park surprising central manchester overly expensive of hours check bit slow could used bit proactivity opening checking desks busy otherwise efficient however several things could done better firstly please tell guests checking swiping room key lift able select floor shown another couple helped couldn't get floor locking turn showed another couple later day looked equally confused guests educate secondly wifi note key card telling guests there free wifi contact reception either tell guests checking add password keycard provide info room frustrating get way room find need go way back reception info id booked suite special surprise hubby lovely complaints however your going provide fancy espresso coffee machine please make sure there good supply sugar milk go honestly a tiny milks a sugar packets really enough bar area nice enough lovely cocktail menu except went order cocktails told weren't mumbled explanation running precisely plenty alcohol behind bar hot tip there spar stairs you've run anything else go buy definitely selling cocktails function room either didst anyone could mix cocktail another tip done turn sale pop function room get one staff mix couldn't bothered making effort disappointing id say homeroom perspective loved attention details perspective well there definitely room improvement left us feeling little disappointedadded following galas reply clearly done even bother read reviews attention detail guys come even online customer service cant bothered clearly endemic within company,"Date of experience: December 18, 2017",en,Gala Hotel
Gala Hotels were fine,gala hotels fine problems,"Date of experience: December 18, 2017",en,Gala Hotel
hotel staff very helpful room excellent …,hotel staff helpful room excellent breakfast good,"Date of experience: December 18, 2017",en,Gala Hotel
Perfect experience,perfect experience really nothing else say definitely visiting hotel,"Date of experience: December 18, 2017",en,Gala Hotel
Comfortable theatre break stay.,lobby restaurant area recently refurbished arrived early checked promptly collect key later left luggage concierge room clean larger expected bathroom room rate came european breakfast although buffet style elements full english well continental booked direct hotel obtained good rate lifts congested breakfast busy wait long seated overall comfortable stay location good oxford street,"Date of experience: December 18, 2017",en,Gala Hotel
Nice welcome,nice welcome good location near old town clean,"Date of experience: December 18, 2017",en,Gala Hotel
nice hotel for a short trip,good location nice place breakfast good reception good information,"Date of experience: December 18, 2017",en,Gala Hotel
I’ve sent an email and I never get a …,live sent email never get reply,"Date of experience: December 18, 2017",en,Gala Hotel
Excellent location,excellent location good breakfast copy silent hotel purely numbers balconies good view sea,"Date of experience: December 18, 2017",en,Gala Hotel
GalaHotels.com helps us to choose super …,galahotelscom helps us choose super hotel good prize content plan us galahotelscom futuredaniela,"Date of experience: December 18, 2017",en,Gala Hotel
will use again,problems would use,"Date of experience: December 17, 2017",en,Gala Hotel
Great accomodation!!!,great place staff second none facility well kept location superb room quite comfortable spacious choose location stay washington do pleasantly surprised,"Date of experience: December 17, 2017",en,Gala Hotel
A bit disappointed with the hotel,bit disappointed hotel upon arrival greeted reception check want made aware restaurant closer left sandwich room bit poor large rip carpet bathroom bit poor condition grubby,"Date of experience: December 17, 2017",en,Gala Hotel
Very good location and quality,good location excellent various breakfast quality service good price,"Date of experience: December 17, 2017",en,Gala Hotel
Nice friendly hotel in a very …,nice friendly hotel convenient location superior room booked superior reality room warm long way elevator lifts small problem claustrophobic wife eth floor good value overall,"Date of experience: December 17, 2017",en,Gala Hotel
Absolutely awful,absolutely awful took booking hotel birmingham airport hotel double booked supposed return money within a days a weeks later still waiting taking small claims court get money,"Date of experience: December 17, 2017",en,Gala Hotel
"Royal Highland Hotel, Inverness",live bad experiences past gala hotels never royal highland inverness one favourite hotels old world charm great customer service good food extras,"Date of experience: December 17, 2017",en,Gala Hotel
Double booked my booking and far more …,double booked booking far expensive hotel price,"Date of experience: December 17, 2017",en,Gala Hotel
This hotel deserves 5+,hotel deserves a downtown clean comfortable warm rooms super service fast internet wonderful breakfast special thanks petra recommend thank,"Date of experience: December 17, 2017",en,Gala Hotel
Loved the authenticity of the hotel,loved authenticity hotel perfectly situated jewish quarter much history doorstep also great restaurants nearby hotel staff helpful would highly recommend,"Date of experience: December 17, 2017",en,Gala Hotel
Delay in check in as staff to busy …,delay check staff busy running till roll staff friendly,"Date of experience: December 17, 2017",en,Gala Hotel
Great location for SSE arena,great location use arena free parking enjoyed stay,"Date of experience: December 17, 2017",en,Gala Hotel
stay in Hilton Garden Hotel,hotel nice room excellent building going moment noisy started a morning continuous afternoon also parking told of euro days parking charged of euro of cents receipt,"Date of experience: December 16, 2017",en,Gala Hotel
Very hospitable and professional,hospitable professional really great time since work received maximum assistance entire staff,"Date of experience: December 16, 2017",en,Gala Hotel
Poor customer service in hotel …,poor customer service hotel reception despite repeat customer hotel guest knowledge solve simple request receipt room cost hotel wished create problems instead solving problem allegedly due booking made booking site explanation provided booking systems computer problems real answer unwillingness assist cut profit per room hotel must take booking made site poor start hotel stay,"Date of experience: December 16, 2017",en,Gala Hotel
Very clean great bed staff helpful and …,clean great bed staff helpful convenient arrivals entry helped view weather conditions would liked information room times etc perhaps plastic shower cap bathroom overall satisfactory little expensive side,"Date of experience: December 16, 2017",en,Gala Hotel
Things to improve,things improve toilet paper missing entering room brought roomservice call reception desktop phone horn sticky clean,"Date of experience: December 16, 2017",en,Gala Hotel
Very good,good friendly clean good breakfast need business trip,"Date of experience: December 15, 2017",en,Gala Hotel
The hotel staff was very friendly and …,hotel staff friendly welcoming restaurant bar comfortable room relatively large good working space catching email using free wifi would definitely stay,"Date of experience: December 15, 2017",en,Gala Hotel
36hrs after saying on Trustpilot you'd contact me - Still Nothing!,saying customer care would contact hrs later still nothing could rate zero stars would want money back paid good faith you've still delivered promise shocking way treat customersplease repay cancellation booking say customer care call order show trustpilot your interested,"Date of experience: December 15, 2017",en,Gala Hotel
Booked a holiday but had to cancel,booked holiday cancel due change date sill haven received deposit despite many promises month ago shocking customer service causing wife stress,"Date of experience: December 15, 2017",en,Gala Hotel
Very nice hotel,found hotel staff whole cheerful helpful room spacious comfortable breakfast nice plenty choice conveniently situated of minutes walk cathedral of minute train ride airport a minutes walk railway station would happily recommend hotel family friends,"Date of experience: December 15, 2017",en,Gala Hotel
Comfortable stay at a good price,comfortable stay good price great breakfast polite staff,"Date of experience: December 15, 2017",en,Gala Hotel
Breakfast OK. Rooms not that good...,breakfast really good diverse luggage storerooms need maintenance better cleaning,"Date of experience: December 15, 2017",en,Gala Hotel
We were very warmly received by your …,warmly received hotel staff fully enjoying stay although interrupted health issue hope back future group golf mates,"Date of experience: December 14, 2017",en,Gala Hotel
One night celebration,quick easy best price,"Date of experience: December 13, 2017",en,Gala Hotel
Excellent experience,second time booked quality define metre hotel via gala hotels three couples two children pleased whole thing second time happened hotel problem accommodate us transferred us another hotel one night bit disturbing hotel quite distance center metre however inconvenience provided breakfast whole stay free charge although haunt booked put us superior rooms whole stay excellent staff kind helpful rather pleased compensated unused transport tickets venice bought reception paid venice city tall troublefree beautiful experience visiting venice winterlenche chadlovska,"Date of experience: December 13, 2017",en,Gala Hotel
Blackpool visit,evening food experience good staff appeared usual standardthis first time six years visiting blackpool poor meal service,"Date of experience: December 13, 2017",en,Gala Hotel
"No confirmation, wrong amount charged, stay away!",receive confirmation email booked hotel send email helpless get confirmation contain indication much going chargedonce completed stay hotel receive kind invoice gala hotel unable provide one booked third party service sent follow emails heard back anyone finally logged account see could get anything found invoice show date made purchase invoice date future reason even though purchase made credit card charged two weeks ago would use service many alternatives smoother easier use quicker responses customer issues beg hunt simple receiptedited add compared invoice gathered website amount charged credit card match unbelievable unprofessional conduct disappointed opening dispute credit card provider,"Date of experience: December 12, 2017",en,Gala Hotel
I cancelled my reservation through the …,cancelled reservation website still billed credit card also customer service number hangs transfers actual representative cant even tell frustrated,"Date of experience: December 12, 2017",en,Gala Hotel
Well...,well booked today realised booked wrong dates emailed cancelled however worried getting money back reading calling us number found rude putting phone updated get money back within normal time flood social media,"Date of experience: December 12, 2017",en,Gala Hotel
Too few tables in the breakfast area,tables breakfast area dirty well slow check check service noisy rooms could hear person next door moving around higher room night,"Date of experience: December 12, 2017",en,Gala Hotel
Great Prices,little concerned since price cheap problems whatsoever book gala,"Date of experience: December 12, 2017",en,Gala Hotel
I am awaiting a refund of £89,awaiting refund of see complaint cas117881p1j6n9,"Date of experience: December 12, 2017",en,Gala Hotel
Worst experience with booking ever,worst experience booking ever honestly say never use third party booking site real contact info gala hotels even business hours booked room based description given needed change one ever pick phone called 2050 times three day span voicemail set save hassle book direct stay somewhere cant trust site weekend,"Date of experience: December 12, 2017",en,Gala Hotel
Very nice hotel and very nice …,nice hotel nice service breakfast could much better small sucked london ofcanceled flight got suite price small rover nice next time stay hotel,"Date of experience: December 12, 2017",en,Gala Hotel
staff all very friendly,staff friendly polite helpful,"Date of experience: December 12, 2017",en,Gala Hotel
Smooth transaction and excellent Hotel,smooth transaction excellent hotel hotel near train station of minutes walk grandplace breakfast generous wifi coverage good inside room,"Date of experience: December 12, 2017",en,Gala Hotel
Never again!,booked room galas hotel debited visa card arrived hotel hotel never heard booking gala hotel hotel full find another hotel ourself gala hotel didst answer calls moment please never use gala hire book rooms,"Date of experience: December 12, 2017",en,Gala Hotel
Excellent hotel...location  room size  …,excellent hotellocation room size friendly staff great breakfast,"Date of experience: December 12, 2017",en,Gala Hotel
All worked out well,worked well problem gala hotels past always ring hotel days booking make sure confirmed gala hotels send emails login account make sure booking confirmed good time,"Date of experience: December 11, 2017",en,Gala Hotel
From the moment we booked the room we …,moment booked room great service hotel dublin excellent experience minus point wifi hotel despite full range didst work mobiles,"Date of experience: December 11, 2017",en,Gala Hotel
Brilliant staff work by Reception …,brilliant staff work reception enabled us catch return eurostarwe drenched cloudburst outside muse already taxiing sight sent one luggage caught train a into sparewould recommend,"Date of experience: December 11, 2017",en,Gala Hotel
"Usually reliable, but this time a stressful booking experience",usually find gala reliable booking city breaks time tried book city centre birmingham hotel stressful experience initially booked paid hotel choice told actually available around a weeks making booking offered alternative accommodation unfortunately farmhouse by solihull offered suitable replacement needs suggested four options birmingham city centre advertised website eventually given ord choice involved another payment upgrade done understand advertised deals website actually available finally arrived hotel booking appeared room even though booked bed breakfast thankfully showed accommodation voucher cleared confusion,"Date of experience: December 11, 2017",en,Gala Hotel
The booking went through okay,booking went okay try cancel amend problem starts cancelled one room two weeks needed still awaiting money back told would take of days return money still waiting went away weekend,"Date of experience: December 11, 2017",en,Gala Hotel
Excellent service!,able find room gala hotels hotel choice every vendor sold decent prices saved 150 per night lowest live ever seen reliable quick transaction definitely use,"Date of experience: December 11, 2017",en,Gala Hotel
My room was newly decorated,room newly decorated bed comfortable bathroom well appointed glad leave midday however wait meal bar almost a clock party restaurant,"Date of experience: December 11, 2017",en,Gala Hotel
Very good position,good position big rooms perfect condition furniture hotel general little old spoiled anyway part charm,"Date of experience: December 11, 2017",en,Gala Hotel
To whom it may concern,writing regards reservation made galahotelscom list october 2017 comfort inn hotel hyde park reservation made 7thdecember 2017 with december 2017a total 307 euros paid reservation however with october received email galahotelscom stating reservation available another hotel holiday villa hotel suites offered alternative email accompanied phone call agreed new accommodation acceptable also forwarded email stating acceptance new hotel with october 2017on eth november contacted company told holiday villa hotel suites available would accept new dawn hotel found strange proposed holiday villa hotel suites decided longer available agreed 7thnovember 2017 new dawn hotel however since heard nothing back company regarding reservation longer confidence service providing find disturbing accepted 307 euros booking simply failed deliver thing establish behaviour wish keep money provide nothing came london new dawn hotel booking success payed galahotels 307 new dawn cheap filthy small hotel done choose even free stay couple days could ask money back went comfort inn hyde park ask galahotelscom first offered room comfort a contract galahotelsso selling room sold nice hotel put cheap filthy hotel pay back difference need pay 307 euros problems get problems without paying tried contact listed phone number 0044 203 384 6448 0044 203 598 1593 reply stage lost faith companyanita flip budapest,"Date of experience: December 11, 2017",en,Gala Hotel
Very good overall,good overall problems,"Date of experience: December 11, 2017",en,Gala Hotel
No Airport Shuttle,trip cuba offered airport shuttle service however provided flight arriving usareservation provided hotel voucher emailed hoteleverything else reservation process smooth,"Date of experience: December 11, 2017",en,Gala Hotel
We booked room and breakfast,booked room breakfast receptionist room breakfast took discussion around half hour get agreement,"Date of experience: December 10, 2017",en,Gala Hotel
Lovely staff but the hotel is in real need of updating.,lovely staff breakfast alright hotel really badly let dated tired real shame also toilet work ethernet good,"Date of experience: December 10, 2017",en,Gala Hotel
Poor client service,checkout little bit lakewood good quality service poor reception desk restaurant waiter forget sell beverages included never served hamburger cook busy preparing lobster dishes included pricedecoration room old fashion,"Date of experience: December 10, 2017",en,Gala Hotel
Service in hotel,large comfortable apartment good breakfast,"Date of experience: December 09, 2017",en,Gala Hotel
Great hotel but no booking confirmation received or any or replies to emails,booking confirmation replies received multiple emails phone number hotel given also wrong left us panicking booking may scam arrivedfortunately of end hotel great,"Date of experience: December 09, 2017",en,Gala Hotel
Easy to use and would recommend this …,easy use would recommend company anyone,"Date of experience: December 09, 2017",en,Gala Hotel
Avoid,dirty mouldy rundown would never recommend staying close health hazard extremely overpriced,"Date of experience: December 09, 2017",en,Gala Hotel
GalaHotels are a disgrace and should …,galahotels disgrace allowed continue take peoples hard earned money honour terms conditions waiting refund 286 last a weeks sent email email a told refund way availthey answer phones cant understand still business similar similar complaint,"Date of experience: December 09, 2017",en,Gala Hotel
Everything arranged as agreed.,easy booking everything arranged agreed,"Date of experience: December 08, 2017",en,Gala Hotel
Tired and noisy,thought hotel good location however positivity ends tired room paper thin walls creaky floorboards made poor sleep compounded fact swing door right outside room sounded like someone trying kick door every time someone went pity live used comfort inn times frequent business trips money even budget hotel really want worth,"Date of experience: December 08, 2017",en,Gala Hotel
Is Gala Hotels a fake site? Total failure,fake reservation visa chargewhen got hotel ibis confirmed reservation go expensive hotel gala phones responding sent email gala hotels answer,"Date of experience: December 08, 2017",en,Gala Hotel
Happy!!,fast easy messing love site use,"Date of experience: December 08, 2017",en,Gala Hotel
"Good Hotel, bad assistance",hotel offer fine wrote email ask chance partial reimbursement due earlier check nobody answered,"Date of experience: December 08, 2017",en,Gala Hotel
Clean,clean friendly staff value money,"Date of experience: December 07, 2017",en,Gala Hotel
I have just completed my second stay …,completed second stay last month yet extremely pleased hotel would hesitate recommend back soon room lovely clean tidy staff great thankyou,"Date of experience: December 07, 2017",en,Gala Hotel
"Good hotel, will visit again",great time nice room good breakfast good dinner evening restaurant helpful staff and visit definitely come riga,"Date of experience: December 07, 2017",en,Gala Hotel
very disappointed in my experience with …,disappointed experience gala booking cancel booking received payment thought booking gala hotels booking jan travel agents mentioned global med cost calls left angry last one said leave message passing buck jean duncan,"Date of experience: December 07, 2017",en,Gala Hotel
Great hotel good value for money but location is far out,great hotel good value money staff helpful efficient problem location real restaurants near get town cost a euros tram,"Date of experience: December 07, 2017",en,Gala Hotel
"very nice place,good breakfast and  …",nice placegood breakfast short walk min airport,"Date of experience: December 07, 2017",en,Gala Hotel
All praise for galahotels.com,praise galahotelscom booked hotel malta best price free transfer airportafter booking read comments must admit worried everything went perfectly,"Date of experience: December 07, 2017",en,Gala Hotel
Not great,booked gala phoned day confirm hotel told haunt confirmed yet money taken hotel said couldn't help call booking agent really unhelpful a calls later eventually found booked asked receipt checkout told printer action would email never arrivedcheck want great either,"Date of experience: December 06, 2017",en,Gala Hotel
Review,positivescleanreception polite helpfulnegativesno mini barn bottled water room available restaurant weekend reallybar service average also poor,"Date of experience: December 06, 2017",en,Gala Hotel
Good experience !,one night service excellent breakfast nice people hotel kind helped questions city recommend hotel,"Date of experience: December 06, 2017",en,Gala Hotel
I feel I was mislead on a booking fee …,feel mislead booking fee surcharge looked website certain cost much less charged indoor transparency,"Date of experience: December 05, 2017",en,Gala Hotel
Staff pleasant and curteous,staff pleasant courteous food good place looked little tired places could bit overhaul,"Date of experience: December 05, 2017",en,Gala Hotel
far a way bad swimmingpool,far way bad swimmingpool wireless,"Date of experience: December 05, 2017",en,Gala Hotel
A most comfortable and conveniently …,comfortable conveniently located hotel centre warsaw,"Date of experience: December 05, 2017",en,Gala Hotel
I did not recieve a confirmation email …,receive confirmation email took a hour hotel receive booking confirmation adding extra night stay little nerve wracking wait confirmation came eventually good end,"Date of experience: December 05, 2017",en,Gala Hotel
Cranbrook Hotel,cheap cheerful hotel near centre milford ideal station connections strafford liverpool street sure needed photo id see need website stay lot hotels one request took of suspended payment credit card security unique experience never actually applied really problem,"Date of experience: December 05, 2017",en,Gala Hotel
Adequate for brief stay near Trinidad,firstly must realise standards cuba completely different anything probably used said hotel adequate needs hotel right seafront breathtaking views caribbean sea beach beautiful easily accessible hotel rates a star inclusive looks feels way reception team always helpful friendly large swimming pool several food outlets a pool a table tennis tables food adequate although could become boring stay prolonged period rooms decent size large bathroom shower space whilst stayed a nights hot water shower working fairness complain upon checkout informed seemed eager attend problem allowing future guests room air conditioning room old fashioned slightly noisy served purposethe hotel around of minute drive centre trinidad costs around cut way majority taxi drivers set asking price 10cuc haggle cut lowest managed get given journey distance price reasonable alternative bus runs hotel trinidad town a times day bus turn unreliable according hotel staff important know bus run hotel needed room beach near trinidad spend two nights hotel ancon adequate,"Date of experience: December 05, 2017",en,Gala Hotel
It is a great hotel very central,great basic hotel clean helpful friendly staff fantastic location easy get around,"Date of experience: December 05, 2017",en,Gala Hotel
"Great service, and great prices, absolutely no problem with Gala Hotels!",booked gala hotels several years always satisfied service hotel rates competitive often found low rates a hotels latest booking made istanbul pera grand hotel jumeirah satisfiedthank gala hotels,"Date of experience: December 04, 2017",en,Gala Hotel
no problems,problems despite initial worries galas rate lower anyone else,"Date of experience: December 04, 2017",en,Gala Hotel
Not a very good bed and breakfast place …,good bed breakfast place dirty carpets unfriendly staff noisy place stay weekendcould sleep due noise saturday night,"Date of experience: December 04, 2017",en,Gala Hotel
Good value accomodation,good location comfortable room reasonable price,"Date of experience: December 04, 2017",en,Gala Hotel
Great site,easy site navigate great value money,"Date of experience: December 04, 2017",en,Gala Hotel
Very reasonable,reasonable excellent website,"Date of experience: December 04, 2017",en,Gala Hotel
We booked Seymour Hotel,booked seymour hotel arrival send us berkeley court hotel three doors sussex gardens no shameless hotel state room top floor attic basic conditions nothing expected seeing photos seymour website point view shouldn't work good tricking customers website information booking seymour may accommodated another hotel groupthink said naturally ill file complaint competent authorities hotel,"Date of experience: December 04, 2017",en,Gala Hotel
Friendly staff but security needs to be …,friendly staff security needs increasedfront rear doors open anyone nightsimply install access control swipe room card buzz reception enter,"Date of experience: December 04, 2017",en,Gala Hotel
Totaly Disappointed,went hotel booked found hotel closed workman door sent bach home holiday bye bye filed complaint galahotels still pending least refund are payment paid,"Date of experience: December 04, 2017",en,Gala Hotel
Lovely friendly staff,lovely friendly staff rooms lovely definitely back,"Date of experience: December 04, 2017",en,Gala Hotel
Surely not a four stars hotel,surely four stars hotel besides fact heating broke night stay leaving us chill winter night windows toilets carpets really need refurbishing conveniently located close station would recommend looking luxury a memory old times,"Date of experience: December 04, 2017",en,Gala Hotel
A weekend getaway to Vienna,weekend getaway cold december beautiful city warm people hotel nicely situated walking distant trains trams city center room clean spacious breakfast simple nice staff pleasant friendly would truly come back thank,"Date of experience: December 04, 2017",en,Gala Hotel
"In terms of value for money, the best hotel I have stayed in.",quite simply best hotel stayed money paid room clean spacious massive bed evening meal excellent actually ate lounge burger clearly homemade really good sat open fire felt relaxed staff excellent welcome arrived letting check early nice chap spent of minutes trying find laptop adapter left mine office negatives gym good well equipped spa little tired steam room want working sign saying area refurbished may well improved next time visit also given good evening meal breakfast want great bad maybe lofty expectations based eaten evening either way done see take star away good value cost maybe would a stars regardless certainly visit recommend looking stay near chester wellington place go,"Date of experience: December 04, 2017",en,Gala Hotel
Money is taken from your account but no …,money taken account room booked books one week get fixed,"Date of experience: December 04, 2017",en,Gala Hotel
we did not receive a confirmation i …,receive confirmation spent day trying phone emailed got garbled answer meant nothing foreign upended calling five star hotels amsterdam till found one booked never use,"Date of experience: December 04, 2017",en,Gala Hotel
Hotel just fine,hotel fine clean sand well appointed great helpful staffonly problem lift working haul suitcase a flights a stairs guests use fire escape stairs doors banging night a little sleep,"Date of experience: December 03, 2017",en,Gala Hotel
We book 3 rooms,book a rooms two rooms poor price competitive quality offer suite given body create breakfast during dinner delivery slow waters made delivery mistakes service gentle payed room rate 189 eur trough agency understand high customer extended stay two nights price given hotel quality rooms of,"Date of experience: December 03, 2017",en,Gala Hotel
